name,filename,original_file_type,processing_notes,preprocessed_file_type,preparation_timestamp,minimized_successfully,relative_path,finish_successfully,alchemical_successfully,preprocessed_file_path,original_file_path,analysis_successfully,free_energy_error,alchemical_timestamp,pdb_id,preprocess_timestamp,prepared_system_path,ligand_atom_count,free_energy_value,analysis_result_path,analysis_timestamp,processed_successfully,alchemical_result_path
i073,i073.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i073.pdb,./dataset/raw/MNSol/water/i073.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0040pxy,0040pxy.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0040pxy.pdb,./dataset/raw/MNSol/water/0040pxy.xyz,False,0.0,,40PX,2025-12-02 20:48:07,,0,0.0,,,True,
0017cyc,0017cyc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0017cyc.pdb,./dataset/raw/MNSol/water/0017cyc.xyz,False,0.0,,17CY,2025-12-02 20:48:07,,0,0.0,,,True,
0577hyd,0577hyd.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0577hyd.pdb,./dataset/raw/MNSol/water/0577hyd.xyz,False,0.0,,577H,2025-12-02 20:48:07,,0,0.0,,,True,
0045eth,0045eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0045eth.pdb,./dataset/raw/MNSol/water/0045eth.xyz,False,0.0,,45ET,2025-12-02 20:48:07,,0,0.0,,,True,
0031pro,0031pro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0031pro.pdb,./dataset/raw/MNSol/water/0031pro.xyz,False,0.0,,31PR,2025-12-02 20:48:07,,0,0.0,,,True,
0240met,0240met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0240met.pdb,./dataset/raw/MNSol/water/0240met.xyz,False,0.0,,240M,2025-12-02 20:48:07,,0,0.0,,,True,
0541cyn,0541cyn.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0541cyn.pdb,./dataset/raw/MNSol/water/0541cyn.xyz,False,0.0,,541C,2025-12-02 20:48:07,,0,0.0,,,True,
0063die,0063die.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0063die.pdb,./dataset/raw/MNSol/water/0063die.xyz,False,0.0,,63DI,2025-12-02 20:48:07,,0,0.0,,,True,
0433pho,0433pho.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0433pho.pdb,./dataset/raw/MNSol/water/0433pho.xyz,False,0.0,,433P,2025-12-02 20:48:07,,0,0.0,,,True,
i010,i010.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i010.pdb,./dataset/raw/MNSol/water/i010.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0238met,0238met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0238met.pdb,./dataset/raw/MNSol/water/0238met.xyz,False,0.0,,238M,2025-12-02 20:48:07,,0,0.0,,,True,
0591met,0591met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0591met.pdb,./dataset/raw/MNSol/water/0591met.xyz,False,0.0,,591M,2025-12-02 20:48:07,,0,0.0,,,True,
n007,n007.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n007.pdb,./dataset/raw/MNSol/water/n007.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0199chl,0199chl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0199chl.pdb,./dataset/raw/MNSol/water/0199chl.xyz,False,0.0,,199C,2025-12-02 20:48:07,,0,0.0,,,True,
0235ZNmb,0235ZNmb.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0235ZNmb.pdb,./dataset/raw/MNSol/water/0235ZNmb.xyz,False,0.0,,235Z,2025-12-02 20:48:07,,0,0.0,,,True,
0035ben,0035ben.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0035ben.pdb,./dataset/raw/MNSol/water/0035ben.xyz,False,0.0,,35BE,2025-12-02 20:48:07,,0,0.0,,,True,
test1043,test1043.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1043.pdb,./dataset/raw/MNSol/water/test1043.xyz,False,0.0,,1043,2025-12-02 20:48:07,,0,0.0,,,True,
c071,c071.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c071.pdb,./dataset/raw/MNSol/water/c071.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test0009,test0009.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test0009.pdb,./dataset/raw/MNSol/water/test0009.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0220tri,0220tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0220tri.pdb,./dataset/raw/MNSol/water/0220tri.xyz,False,0.0,,220T,2025-12-02 20:48:07,,0,0.0,,,True,
0079pen,0079pen.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0079pen.pdb,./dataset/raw/MNSol/water/0079pen.xyz,False,0.0,,79PE,2025-12-02 20:48:07,,0,0.0,,,True,
n005,n005.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n005.pdb,./dataset/raw/MNSol/water/n005.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0134nit,0134nit.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0134nit.pdb,./dataset/raw/MNSol/water/0134nit.xyz,False,0.0,,134N,2025-12-02 20:48:07,,0,0.0,,,True,
n196,n196.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n196.pdb,./dataset/raw/MNSol/water/n196.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test1037,test1037.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1037.pdb,./dataset/raw/MNSol/water/test1037.xyz,False,0.0,,1037,2025-12-02 20:48:07,,0,0.0,,,True,
i116,i116.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i116.pdb,./dataset/raw/MNSol/water/i116.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test2003,test2003.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2003.pdb,./dataset/raw/MNSol/water/test2003.xyz,False,0.0,,2003,2025-12-02 20:48:07,,0,0.0,,,True,
test3005,test3005.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test3005.pdb,./dataset/raw/MNSol/water/test3005.xyz,False,0.0,,3005,2025-12-02 20:48:07,,0,0.0,,,True,
n014,n014.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n014.pdb,./dataset/raw/MNSol/water/n014.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0206tri,0206tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0206tri.pdb,./dataset/raw/MNSol/water/0206tri.xyz,False,0.0,,206T,2025-12-02 20:48:07,,0,0.0,,,True,
0168chl,0168chl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0168chl.pdb,./dataset/raw/MNSol/water/0168chl.xyz,False,0.0,,168C,2025-12-02 20:48:07,,0,0.0,,,True,
test1029,test1029.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1029.pdb,./dataset/raw/MNSol/water/test1029.xyz,False,0.0,,1029,2025-12-02 20:48:07,,0,0.0,,,True,
test1015,test1015.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1015.pdb,./dataset/raw/MNSol/water/test1015.xyz,False,0.0,,1015,2025-12-02 20:48:07,,0,0.0,,,True,
0415dcl,0415dcl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0415dcl.pdb,./dataset/raw/MNSol/water/0415dcl.xyz,False,0.0,,415D,2025-12-02 20:48:07,,0,0.0,,,True,
test1050,test1050.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1050.pdb,./dataset/raw/MNSol/water/test1050.xyz,False,0.0,,1050,2025-12-02 20:48:07,,0,0.0,,,True,
0136met,0136met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0136met.pdb,./dataset/raw/MNSol/water/0136met.xyz,False,0.0,,136M,2025-12-02 20:48:07,,0,0.0,,,True,
0042ant,0042ant.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0042ant.pdb,./dataset/raw/MNSol/water/0042ant.xyz,False,0.0,,42AN,2025-12-02 20:48:07,,0,0.0,,,True,
i077,i077.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i077.pdb,./dataset/raw/MNSol/water/i077.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0209chl,0209chl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0209chl.pdb,./dataset/raw/MNSol/water/0209chl.xyz,False,0.0,,209C,2025-12-02 20:48:07,,0,0.0,,,True,
i081,i081.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i081.pdb,./dataset/raw/MNSol/water/i081.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
n195,n195.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n195.pdb,./dataset/raw/MNSol/water/n195.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0044met,0044met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0044met.pdb,./dataset/raw/MNSol/water/0044met.xyz,False,0.0,,44ME,2025-12-02 20:48:07,,0,0.0,,,True,
0147met,0147met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0147met.pdb,./dataset/raw/MNSol/water/0147met.xyz,False,0.0,,147M,2025-12-02 20:48:07,,0,0.0,,,True,
0422ftc,0422ftc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0422ftc.pdb,./dataset/raw/MNSol/water/0422ftc.xyz,False,0.0,,422F,2025-12-02 20:48:07,,0,0.0,,,True,
n197,n197.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n197.pdb,./dataset/raw/MNSol/water/n197.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test1048,test1048.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1048.pdb,./dataset/raw/MNSol/water/test1048.xyz,False,0.0,,1048,2025-12-02 20:48:07,,0,0.0,,,True,
0038oxy,0038oxy.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0038oxy.pdb,./dataset/raw/MNSol/water/0038oxy.xyz,False,0.0,,38OX,2025-12-02 20:48:07,,0,0.0,,,True,
0128butb,0128butb.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0128butb.pdb,./dataset/raw/MNSol/water/0128butb.xyz,False,0.0,,128B,2025-12-02 20:48:07,,0,0.0,,,True,
c054,c054.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c054.pdb,./dataset/raw/MNSol/water/c054.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0180bro,0180bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0180bro.pdb,./dataset/raw/MNSol/water/0180bro.xyz,False,0.0,,180B,2025-12-02 20:48:07,,0,0.0,,,True,
c052,c052.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c052.pdb,./dataset/raw/MNSol/water/c052.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test1009,test1009.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1009.pdb,./dataset/raw/MNSol/water/test1009.xyz,False,0.0,,1009,2025-12-02 20:48:07,,0,0.0,,,True,
test1035,test1035.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1035.pdb,./dataset/raw/MNSol/water/test1035.xyz,False,0.0,,1035,2025-12-02 20:48:07,,0,0.0,,,True,
0074ben,0074ben.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0074ben.pdb,./dataset/raw/MNSol/water/0074ben.xyz,False,0.0,,74BE,2025-12-02 20:48:07,,0,0.0,,,True,
0924ben,0924ben.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0924ben.pdb,./dataset/raw/MNSol/water/0924ben.xyz,False,0.0,,924B,2025-12-02 20:48:07,,0,0.0,,,True,
c089,c089.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c089.pdb,./dataset/raw/MNSol/water/c089.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
i039,i039.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i039.pdb,./dataset/raw/MNSol/water/i039.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
n017,n017.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n017.pdb,./dataset/raw/MNSol/water/n017.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0172Edi,0172Edi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0172Edi.pdb,./dataset/raw/MNSol/water/0172Edi.xyz,False,0.0,,172E,2025-12-02 20:48:07,,0,0.0,,,True,
0187dib,0187dib.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0187dib.pdb,./dataset/raw/MNSol/water/0187dib.xyz,False,0.0,,187D,2025-12-02 20:48:07,,0,0.0,,,True,
0103eth,0103eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0103eth.pdb,./dataset/raw/MNSol/water/0103eth.xyz,False,0.0,,103E,2025-12-02 20:48:07,,0,0.0,,,True,
0592dim,0592dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0592dim.pdb,./dataset/raw/MNSol/water/0592dim.xyz,False,0.0,,592D,2025-12-02 20:48:07,,0,0.0,,,True,
c121,c121.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c121.pdb,./dataset/raw/MNSol/water/c121.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test5002,test5002.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5002.pdb,./dataset/raw/MNSol/water/test5002.xyz,False,0.0,,5002,2025-12-02 20:48:07,,0,0.0,,,True,
0054hex,0054hex.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0054hex.pdb,./dataset/raw/MNSol/water/0054hex.xyz,False,0.0,,54HE,2025-12-02 20:48:07,,0,0.0,,,True,
i074,i074.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i074.pdb,./dataset/raw/MNSol/water/i074.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0550phe,0550phe.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0550phe.pdb,./dataset/raw/MNSol/water/0550phe.xyz,False,0.0,,550P,2025-12-02 20:48:07,,0,0.0,,,True,
i111,i111.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i111.pdb,./dataset/raw/MNSol/water/i111.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0010met,0010met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0010met.pdb,./dataset/raw/MNSol/water/0010met.xyz,False,0.0,,10ME,2025-12-02 20:48:07,,0,0.0,,,True,
n009,n009.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n009.pdb,./dataset/raw/MNSol/water/n009.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test5018,test5018.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5018.pdb,./dataset/raw/MNSol/water/test5018.xyz,False,0.0,,5018,2025-12-02 20:48:07,,0,0.0,,,True,
c122,c122.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c122.pdb,./dataset/raw/MNSol/water/c122.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0207tri,0207tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0207tri.pdb,./dataset/raw/MNSol/water/0207tri.xyz,False,0.0,,207T,2025-12-02 20:48:07,,0,0.0,,,True,
0427dcl,0427dcl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0427dcl.pdb,./dataset/raw/MNSol/water/0427dcl.xyz,False,0.0,,427D,2025-12-02 20:48:07,,0,0.0,,,True,
test1013,test1013.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1013.pdb,./dataset/raw/MNSol/water/test1013.xyz,False,0.0,,1013,2025-12-02 20:48:07,,0,0.0,,,True,
0051cyc,0051cyc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0051cyc.pdb,./dataset/raw/MNSol/water/0051cyc.xyz,False,0.0,,51CY,2025-12-02 20:48:07,,0,0.0,,,True,
test3007,test3007.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test3007.pdb,./dataset/raw/MNSol/water/test3007.xyz,False,0.0,,3007,2025-12-02 20:48:07,,0,0.0,,,True,
test1034,test1034.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1034.pdb,./dataset/raw/MNSol/water/test1034.xyz,False,0.0,,1034,2025-12-02 20:48:07,,0,0.0,,,True,
i112,i112.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i112.pdb,./dataset/raw/MNSol/water/i112.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0170chl,0170chl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0170chl.pdb,./dataset/raw/MNSol/water/0170chl.xyz,False,0.0,,170C,2025-12-02 20:48:07,,0,0.0,,,True,
i094,i094.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i094.pdb,./dataset/raw/MNSol/water/i094.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0931oct,0931oct.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0931oct.pdb,./dataset/raw/MNSol/water/0931oct.xyz,False,0.0,,931O,2025-12-02 20:48:07,,0,0.0,,,True,
0202bro,0202bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0202bro.pdb,./dataset/raw/MNSol/water/0202bro.xyz,False,0.0,,202B,2025-12-02 20:48:07,,0,0.0,,,True,
c070,c070.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c070.pdb,./dataset/raw/MNSol/water/c070.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0408hex,0408hex.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0408hex.pdb,./dataset/raw/MNSol/water/0408hex.xyz,False,0.0,,408H,2025-12-02 20:48:07,,0,0.0,,,True,
test2025,test2025.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2025.pdb,./dataset/raw/MNSol/water/test2025.xyz,False,0.0,,2025,2025-12-02 20:48:07,,0,0.0,,,True,
0425dbr,0425dbr.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0425dbr.pdb,./dataset/raw/MNSol/water/0425dbr.xyz,False,0.0,,425D,2025-12-02 20:48:07,,0,0.0,,,True,
i110,i110.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i110.pdb,./dataset/raw/MNSol/water/i110.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0203bro,0203bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0203bro.pdb,./dataset/raw/MNSol/water/0203bro.xyz,False,0.0,,203B,2025-12-02 20:48:07,,0,0.0,,,True,
0130nit,0130nit.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0130nit.pdb,./dataset/raw/MNSol/water/0130nit.xyz,False,0.0,,130N,2025-12-02 20:48:07,,0,0.0,,,True,
test4007,test4007.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test4007.pdb,./dataset/raw/MNSol/water/test4007.xyz,False,0.0,,4007,2025-12-02 20:48:07,,0,0.0,,,True,
test1061,test1061.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1061.pdb,./dataset/raw/MNSol/water/test1061.xyz,False,0.0,,1061,2025-12-02 20:48:07,,0,0.0,,,True,
0146met,0146met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0146met.pdb,./dataset/raw/MNSol/water/0146met.xyz,False,0.0,,146M,2025-12-02 20:48:07,,0,0.0,,,True,
i124,i124.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i124.pdb,./dataset/raw/MNSol/water/i124.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0205chl,0205chl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0205chl.pdb,./dataset/raw/MNSol/water/0205chl.xyz,False,0.0,,205C,2025-12-02 20:48:07,,0,0.0,,,True,
0027pen,0027pen.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0027pen.pdb,./dataset/raw/MNSol/water/0027pen.xyz,False,0.0,,27PE,2025-12-02 20:48:07,,0,0.0,,,True,
i012,i012.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i012.pdb,./dataset/raw/MNSol/water/i012.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
c082,c082.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c082.pdb,./dataset/raw/MNSol/water/c082.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0163chl,0163chl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0163chl.pdb,./dataset/raw/MNSol/water/0163chl.xyz,False,0.0,,163C,2025-12-02 20:48:07,,0,0.0,,,True,
i050,i050.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i050.pdb,./dataset/raw/MNSol/water/i050.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
c111,c111.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c111.pdb,./dataset/raw/MNSol/water/c111.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0201bro,0201bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0201bro.pdb,./dataset/raw/MNSol/water/0201bro.xyz,False,0.0,,201B,2025-12-02 20:48:07,,0,0.0,,,True,
n015,n015.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n015.pdb,./dataset/raw/MNSol/water/n015.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test1016,test1016.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1016.pdb,./dataset/raw/MNSol/water/test1016.xyz,False,0.0,,1016,2025-12-02 20:48:07,,0,0.0,,,True,
0574eth,0574eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0574eth.pdb,./dataset/raw/MNSol/water/0574eth.xyz,False,0.0,,574E,2025-12-02 20:48:07,,0,0.0,,,True,
0167chla,0167chla.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0167chla.pdb,./dataset/raw/MNSol/water/0167chla.xyz,False,0.0,,167C,2025-12-02 20:48:07,,0,0.0,,,True,
i024,i024.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i024.pdb,./dataset/raw/MNSol/water/i024.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0216amm,0216amm.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0216amm.pdb,./dataset/raw/MNSol/water/0216amm.xyz,False,0.0,,216A,2025-12-02 20:48:07,,0,0.0,,,True,
0403thi,0403thi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0403thi.pdb,./dataset/raw/MNSol/water/0403thi.xyz,False,0.0,,403T,2025-12-02 20:48:07,,0,0.0,,,True,
0221tri,0221tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0221tri.pdb,./dataset/raw/MNSol/water/0221tri.xyz,False,0.0,,221T,2025-12-02 20:48:07,,0,0.0,,,True,
0179tri,0179tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0179tri.pdb,./dataset/raw/MNSol/water/0179tri.xyz,False,0.0,,179T,2025-12-02 20:48:07,,0,0.0,,,True,
0940hex,0940hex.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0940hex.pdb,./dataset/raw/MNSol/water/0940hex.xyz,False,0.0,,940H,2025-12-02 20:48:07,,0,0.0,,,True,
test5009,test5009.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5009.pdb,./dataset/raw/MNSol/water/test5009.xyz,False,0.0,,5009,2025-12-02 20:48:07,,0,0.0,,,True,
0449pho,0449pho.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0449pho.pdb,./dataset/raw/MNSol/water/0449pho.xyz,False,0.0,,449P,2025-12-02 20:48:07,,0,0.0,,,True,
